x_dist,y_dist,thrust,turn
0.351829347579017,0.7044467000248364,0.2451014631560904,0.4195926731301277
0.5257959050099603,0.6144402540992211,0.5307911624833614,0.5660942147962175
0.5214366763404893,0.640532181197449,0.29472964878380936,0.48135810117777783
0.40832353471450433,0.5433869821157589,0.5402103508082515,0.40355802241249716
0.5156246656215054,0.5819846865701934,0.4641986575768009,0.5215321396259991
0.3582557530338682,0.7103246991521991,0.3558877011867767,0.45738174755672273
0.548134866058286,0.6833587863540515,0.2690932694820583,0.5575399996255921
0.42051205966260535,0.1057057780882015,0.9761705051399122,0.3371637884273224
0.6106142657252303,0.7194943688464639,0.3875089704982375,0.6746103337560656
0.3673940445108561,0.27118405683845487,0.8551588952583304,0.12790148267462936
0.4485410717548345,0.5933176987239221,0.5312889929470973,0.48634074592682774
0.4379953297431509,0.5535391423651103,0.5035463023206309,0.4231209264375344
0.3458394220387644,0.6117646070144186,0.5883267925917997,0.2983285258368151
0.4488817319188243,0.6456752334915535,0.33528257181588295,0.4834338940478589
0.47502097407369887,0.33326021296560904,0.8312981096295451,0.4831216299123135
0.3516482786969562,0.6561152547587729,0.5668247284998064,0.3933174071923935
0.45377016580001467,0.2646878723596286,0.8952201368412349,0.5471201265662121
0.3611424698898666,0.7758783879715598,0.4210306353785179,0.43549730034722284
0.5236966096406809,0.6414726220051884,0.33528257181588295,0.4834338940478589
0.39360950062028427,0.6202710788316087,0.40328075819053416,0.2965005209967999
0.39850554619880013,0.36001106617739115,0.9426998192455347,0.347756263147301
0.27846405974858596,0.7940962501920155,0.3885373039311852,0.4015836746600361
0.4794726229659362,0.5113653640552978,0.5610003738718419,0.5661702822147308
0.4612448439333207,0.24570608658843796,0.8623471567711595,0.4815093747504295
0.4676522780512839,0.6842529655077505,0.33477470627602796,0.483356879036091
0.344314356172824,0.6830415436323295,0.1684032983656152,0.3934310062194081
0.46428095365156763,0.03489569747316634,0.9999999999999999,0.4834338940478589
0.40117424876447183,0.7368081728443707,0.35291129106683156,0.3816309140181475
0.07698282409959117,0.6465403536211665,0.26803954691638454,0.4829354747101571
0.46648375685930976,0.2956126873812457,0.8081389048633725,0.4818715777246341
0.4451934048119813,0.1486474094455455,0.9296472178232699,0.4812579640169114
0.4720942177140694,0.2292457457434574,0.9077054609019174,0.4863448245342589
0.5200302746272105,0.6409960256393824,0.3149183605781584,0.4898031101206749
0.4444273731745183,0.05637341991517167,0.940198365860598,0.25566525919658767
0.47545865285361627,0.5961587653416548,0.524505450467645,0.4831216299123135
0.43859125510495356,0.03444436606768214,0.9318578095332126,0.23697413696320926
0.5536976033658254,0.6123895221916082,0.6117585961931931,0.7708705724360059
0.3138212533552001,0.6268482388268234,0.6279632325508169,0.28753448085347577
0.5722454826737877,0.4166349217719518,0.33714515145922735,0.5649476570502917
0.45155703830923105,0.05009399382865429,0.9583951282686158,0.29117135642257813
0.7879471860153728,0.6713541896815048,0.1812248348460691,0.5429106538711276
0.46225848957980326,0.3736139701864119,0.8099999537407072,0.5761886453559006
0.442445269730637,0.13854006690845772,0.9117571496585001,0.6249580433306449
0.37910472521630295,0.5384104218862211,0.6490965556111061,0.3072813844562243
0.4832990031197063,0.31493800559869045,0.9442157725517938,0.7098202529959164
0.3728319805852899,0.5636087990377165,0.6114431352223126,0.35366713572249897
0.46089785203898015,0.6145058649676793,0.48867890139683334,0.4834338940478589
0.6400616426988534,0.4590567984270588,0.7957432564602911,0.8953533323571214
0.479093291953536,0.10656928066832225,0.9452516008633187,0.709532086419395
0.3651606485881125,0.48322947248356096,0.7942822318240901,0.3149103461572859
0.470714577269883,0.2690590957050677,0.8897907318286034,0.5677567414692299
0.33149007699179,0.5632668438614664,0.7046613973412919,0.3136961477641954
0.521419675152594,0.6400645061583177,0.31875671281848394,0.48318172839872847
0.4451626150688591,0.19714875877684346,0.8955591445830587,0.4812579640169114
0.33149795063785553,0.736461689146077,0.3736918703987245,0.37620050523758586
0.4060929119632508,0.11382270075717418,0.8721793273528632,0.14856177863286701
0.4480765351675756,0.3952696324289692,0.778427523938628,0.4834338940478589
0.21314200800520114,0.6587102746637621,0.20568736662242793,0.4541092961044495
0.2895628399750606,0.6793640384008807,0.509161364445523,0.3054815498950596
0.6329798401156075,0.6635613159143601,0.28762284110953396,0.5065164308207352
0.34606079869264006,0.6972175183009541,0.5100441633595694,0.4227101353010874
0.6690578022993898,0.6425126168153188,0.2847205407614436,0.48520715671867976
0.4461377341012679,0.04107712183504936,0.9974843565618681,0.5122379040185859
0.4727165256939013,0.268504137778385,0.8057188104846247,0.6094550865811929
0.5276501103410246,0.6226499096085881,0.5137471258632559,0.5719079185541552
0.4864905542731399,0.6514451595049179,0.3192422243280255,0.4974976427283194
0.4532878483246845,0.06141275334871374,0.9591151400655744,0.5571317527597536
0.008382689385721565,0.6419574896010332,0.2855888918173048,0.48144357544329547
0.1391056350294464,0.6861111038086355,0.16688095094459557,0.38455187641668453
0.4608668829331629,0.6073264036784723,0.5057229380169389,0.4834338940478589
0.6801264724704783,0.6955235226816763,0.16386590484017435,0.6097290170296378
0.5271808905162433,0.6342095495616683,0.4691192213385958,0.6924627205146546
0.24531719085685075,0.7576866928064904,0.35342089725802645,0.2806300468237769
0.36746043460349576,0.5336107594982649,0.6905910123124331,0.3332107483844412
0.305851025771627,0.6423705496846707,0.5826692482544122,0.30003010060895585
0.36755382106703527,0.6347473948374656,0.5098541095736044,0.3924376355798016
0.3645588980045523,0.2386306230484464,0.8813346273177985,0.17187962400588652
0.7329996667759657,0.6642858724868137,0.2053221386710166,0.5640214770721635
0.4989128135947609,0.2487446759498967,0.9069792505871107,0.5651705829598086
0.42906300151115134,0.643201338192133,0.27657097554472093,0.48154564081044093
0.3905567564933465,0.3257419895912927,0.8995031199893224,0.35418750179620284
0.16321582033122317,0.6451081681571235,0.26003321965374093,0.47802948522650296
0.2763368364469091,0.6440575152855323,0.2685552379637937,0.4809363371054718
0.4382564134713616,0.6917686157745103,0.2588749971018173,0.3740812400936505
0.4283387869202287,0.6400428602018464,0.3515550518788997,0.47409431238901056
0.4477039916897506,0.011011134492552088,0.9759052598073925,0.6121675225758477
0.2262742055740346,0.6089928363057594,0.6591524741271169,0.061043889458345824
0.0634271465453285,0.7101998959197972,0.20036755840094148,0.26301631097661893
0.37515300284156583,0.49360453185942943,0.7332011038626971,0.3477450077792855
0.5208703632761272,0.4349094756162615,0.7911254973921884,0.7668926937544538
0.5386618899049889,0.6747440344933856,0.42248959906300865,0.5052166658041528
0.2885868057363086,0.6416464510183627,0.3013397687747945,0.48647423486882585
0.4751215628338137,0.40215292033870353,0.7716439814591758,0.48602848179128233
0.461362388626239,0.6419979484409842,0.292672480265619,0.48634074592682774
0.7334210202821776,0.7364038315089348,0.3587526345864932,0.6575314769540864
0.47839785929172063,0.29527278513012767,0.7555169979957027,0.5425074125932647
0.16532409785655539,0.6664277192480988,0.18629032290799483,0.44034566994733565
0.631020553777876,0.6670182104791895,0.31382830945110063,0.508896982295822
0.6118559674967704,0.7278748434582331,0.5859931094596018,0.6288675848421841
0.28675741903751006,0.6715522226838104,0.25400330326326853,0.48533091172439274
0.033392646491969546,0.6812358623454304,0.19842240469904648,0.33905354463791554
0.42906190638397734,0.6109781751008609,0.41904674632609934,0.4546860399032166
